Pseudo-terminal will not be allocated because stdin is not a terminal.
Warning: Permanently added '[a.pinggy.io]:443' (RSA) to the list of known hosts.
Allocated port 9 for remote forward to localhost:3000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://iucyx-173-23-242-51.run.pinggy-free.link
https://iucyx-173-23-242-51.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 712, SB: 0, TC: 1, AC: 1               
RB: 712, SB: 0, TC: 1, AC: 1               
RB: 712, SB: 0, TC: 1, AC: 1               
RB: 1420, SB: 181, TC: 1, AC: 1               
RB: 1420, SB: 181, TC: 1, AC: 1               
RB: 1420, SB: 5333, TC: 1, AC: 1               
RB: 1420, SB: 5333, TC: 1, AC: 0               
RB: 33242, SB: 1048400, TC: 22, AC: 1               
RB: 33242, SB: 1048400, TC: 22, AC: 0               
RB: 33242, SB: 1048400, TC: 23, AC: 1               
RB: 33242, SB: 1048400, TC: 22, AC: 0               
RB: 34128, SB: 1048412, TC: 23, AC: 2               
RB: 34128, SB: 1048412, TC: 23, AC: 2               
RB: 34128, SB: 1048412, TC: 23, AC: 1               
RB: 34128, SB: 1048412, TC: 24, AC: 2               
RB: 34128, SB: 1048412, TC: 24, AC: 2               
RB: 35014, SB: 1048424, TC: 24, AC: 2               
RB: 35014, SB: 1048424, TC: 24, AC: 2               
RB: 35014, SB: 1048424, TC: 24, AC: 2               
RB: 35014, SB: 1048424, TC: 24, AC: 1               
RB: 35014, SB: 1048424, TC: 25, AC: 2               
RB: 35900, SB: 1048436, TC: 25, AC: 3               
RB: 35900, SB: 1048436, TC: 25, AC: 2               
RB: 35900, SB: 1048436, TC: 25, AC: 0               
RB: 35900, SB: 1048436, TC: 25, AC: 0               
RB: 36786, SB: 1048436, TC: 26, AC: 1               
RB: 36786, SB: 1048436, TC: 26, AC: 1               
RB: 36786, SB: 1048436, TC: 26, AC: 0               
RB: 36786, SB: 1048436, TC: 27, AC: 1               
RB: 36786, SB: 1048436, TC: 27, AC: 1               
RB: 37672, SB: 1048448, TC: 27, AC: 2               
RB: 37672, SB: 1048448, TC: 27, AC: 1               
RB: 37672, SB: 1048448, TC: 28, AC: 2               
RB: 37672, SB: 1048448, TC: 28, AC: 2               
RB: 37672, SB: 1048448, TC: 28, AC: 2               
RB: 38558, SB: 1048460, TC: 28, AC: 3               
RB: 38558, SB: 1048460, TC: 28, AC: 2               
RB: 38558, SB: 1048460, TC: 29, AC: 3               
RB: 38558, SB: 1048460, TC: 29, AC: 3               
RB: 38558, SB: 1048472, TC: 28, AC: 3               
RB: 38558, SB: 1048472, TC: 28, AC: 2               
RB: 38558, SB: 1048472, TC: 28, AC: 0               
RB: 38558, SB: 1048472, TC: 28, AC: 0               
RB: 38558, SB: 1048472, TC: 29, AC: 1               
RB: 38558, SB: 1048472, TC: 29, AC: 1               
RB: 38558, SB: 1048472, TC: 29, AC: 0               
RB: 38558, SB: 1048472, TC: 30, AC: 1               
RB: 38558, SB: 1048472, TC: 30, AC: 1               
RB: 39444, SB: 1048484, TC: 30, AC: 2               
RB: 39444, SB: 1048484, TC: 30, AC: 1               
RB: 39444, SB: 1048484, TC: 31, AC: 2               
RB: 39444, SB: 1048484, TC: 31, AC: 2               
RB: 39444, SB: 1048484, TC: 31, AC: 2               
RB: 40330, SB: 1048496, TC: 31, AC: 3               
RB: 40330, SB: 1048496, TC: 31, AC: 2               
RB: 40330, SB: 1048496, TC: 31, AC: 2               
RB: 40330, SB: 1048496, TC: 32, AC: 3               
RB: 41216, SB: 1048508, TC: 31, AC: 3               
RB: 41216, SB: 1048508, TC: 31, AC: 1               
RB: 41216, SB: 1048508, TC: 31, AC: 0               
RB: 41216, SB: 1048508, TC: 31, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 32, AC: 0               
RB: 41216, SB: 1048508, TC: 32, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 33, AC: 0               
RB: 41216, SB: 1048508, TC: 33, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 34, AC: 0               
RB: 41216, SB: 1048508, TC: 34, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 35, AC: 0               
RB: 41216, SB: 1048508, TC: 35, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 36, AC: 0               
RB: 41216, SB: 1048508, TC: 36, AC: 4294967295               
RB: 41216, SB: 1048508, TC: 37, AC: 0               
RB: 41216, SB: 1048508, TC: 37, AC: 0               
RB: 41216, SB: 1048508, TC: 32, AC: 1               
RB: 41216, SB: 1048508, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 41957, SB: 1053753, TC: 32, AC: 1               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 5               
RB: 52710, SB: 1055518, TC: 38, AC: 6               
RB: 52710, SB: 1055518, TC: 37, AC: 6               
RB: 58610, SB: 1058539, TC: 38, AC: 7               
RB: 58610, SB: 1058539, TC: 38, AC: 7               
RB: 58610, SB: 1058539, TC: 38, AC: 6               
RB: 58610, SB: 1058539, TC: 39, AC: 7               
RB: 58610, SB: 1058539, TC: 39, AC: 7               
RB: 59496, SB: 1058551, TC: 39, AC: 8               
RB: 59496, SB: 1058551, TC: 39, AC: 8               
RB: 59496, SB: 1058551, TC: 39, AC: 8               
RB: 59496, SB: 1058551, TC: 39, AC: 7               
RB: 59496, SB: 1058551, TC: 40, AC: 8               
RB: 60382, SB: 1058563, TC: 40, AC: 9               
RB: 60382, SB: 1058563, TC: 40, AC: 8               
RB: 60382, SB: 1058563, TC: 40, AC: 8               
RB: 60382, SB: 1058563, TC: 40, AC: 7               
RB: 60382, SB: 1058563, TC: 41, AC: 8               
RB: 60382, SB: 1058563, TC: 41, AC: 8               
RB: 61268, SB: 1058575, TC: 41, AC: 7               
RB: 61268, SB: 1058575, TC: 41, AC: 7               
RB: 61268, SB: 1058575, TC: 41, AC: 7               
RB: 61268, SB: 1058575, TC: 41, AC: 6               
RB: 61268, SB: 1058575, TC: 42, AC: 7               
RB: 62154, SB: 1058587, TC: 42, AC: 8               
RB: 62154, SB: 1058587, TC: 42, AC: 8               
RB: 62154, SB: 1058587, TC: 42, AC: 7               
RB: 62154, SB: 1058587, TC: 43, AC: 8               
RB: 62154, SB: 1058587, TC: 43, AC: 8               
RB: 63040, SB: 1058599, TC: 43, AC: 9               
RB: 63040, SB: 1058599, TC: 43, AC: 7               
RB: 63040, SB: 1058599, TC: 43, AC: 7               
RB: 63040, SB: 1058599, TC: 43, AC: 6               
RB: 63040, SB: 1058599, TC: 44, AC: 7               
RB: 63040, SB: 1058599, TC: 44, AC: 7               
RB: 63926, SB: 1058611, TC: 44, AC: 8               
RB: 63926, SB: 1058611, TC: 44, AC: 8               
RB: 63926, SB: 1058611, TC: 44, AC: 7               
RB: 63926, SB: 1058611, TC: 45, AC: 8               
RB: 63926, SB: 1058611, TC: 45, AC: 8               
RB: 64812, SB: 1058623, TC: 45, AC: 8               
RB: 64812, SB: 1058623, TC: 45, AC: 8               
RB: 64812, SB: 1058623, TC: 45, AC: 7               
RB: 64812, SB: 1058623, TC: 45, AC: 7               
RB: 64812, SB: 1058623, TC: 46, AC: 8               
RB: 65698, SB: 1058635, TC: 46, AC: 9               
RB: 65698, SB: 1058635, TC: 46, AC: 8               
RB: 65698, SB: 1058635, TC: 46, AC: 8               
RB: 66584, SB: 1058635, TC: 47, AC: 1               
RB: 66584, SB: 1058635, TC: 47, AC: 1               
RB: 66584, SB: 1058635, TC: 47, AC: 0               
RB: 66584, SB: 1058635, TC: 48, AC: 1               
RB: 66584, SB: 1058635, TC: 48, AC: 1               
RB: 67470, SB: 1058647, TC: 48, AC: 2               
RB: 67470, SB: 1058647, TC: 48, AC: 1               
RB: 67470, SB: 1058647, TC: 49, AC: 2               
RB: 67470, SB: 1058647, TC: 49, AC: 2               
RB: 67470, SB: 1058647, TC: 49, AC: 2               
RB: 68356, SB: 1058659, TC: 49, AC: 3               
RB: 68356, SB: 1058659, TC: 49, AC: 3               
RB: 68356, SB: 1058659, TC: 49, AC: 2               
RB: 68356, SB: 1058659, TC: 50, AC: 3               
RB: 68356, SB: 1058671, TC: 49, AC: 3               
RB: 68356, SB: 1058671, TC: 49, AC: 2               
RB: 68356, SB: 1058671, TC: 49, AC: 2               
RB: 68356, SB: 1058671, TC: 50, AC: 3               
RB: 68356, SB: 1058671, TC: 50, AC: 3               
RB: 68356, SB: 1058671, TC: 50, AC: 2               
RB: 68356, SB: 1058671, TC: 51, AC: 3               
RB: 68356, SB: 1058671, TC: 51, AC: 3               
RB: 69242, SB: 1058683, TC: 51, AC: 2               
RB: 69242, SB: 1058683, TC: 51, AC: 1               
RB: 69242, SB: 1058683, TC: 52, AC: 2               
RB: 69242, SB: 1058683, TC: 52, AC: 2               
RB: 69242, SB: 1058683, TC: 52, AC: 2               
RB: 70128, SB: 1058695, TC: 52, AC: 3               
RB: 70128, SB: 1058695, TC: 52, AC: 2               
RB: 70128, SB: 1058695, TC: 53, AC: 3               
RB: 70128, SB: 1058695, TC: 53, AC: 3               
RB: 71014, SB: 1058707, TC: 52, AC: 3               
RB: 71014, SB: 1058707, TC: 52, AC: 2               
RB: 71014, SB: 1058707, TC: 53, AC: 3               
RB: 71014, SB: 1058707, TC: 53, AC: 1               
RB: 71014, SB: 1058707, TC: 54, AC: 2               
RB: 71014, SB: 1058707, TC: 53, AC: 2               
RB: 71014, SB: 1058707, TC: 55, AC: 3               
RB: 71014, SB: 1058707, TC: 55, AC: 2               
RB: 71014, SB: 1058707, TC: 56, AC: 3               
RB: 71014, SB: 1058707, TC: 56, AC: 2               
RB: 71014, SB: 1058707, TC: 57, AC: 3               
RB: 71014, SB: 1058707, TC: 57, AC: 2               
RB: 71014, SB: 1058707, TC: 58, AC: 3               
RB: 71014, SB: 1058707, TC: 58, AC: 3               
RB: 71756, SB: 1058707, TC: 53, AC: 4               
RB: 71756, SB: 1058707, TC: 53, AC: 4               
RB: 71756, SB: 1058707, TC: 53, AC: 4               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 2               
RB: 72584, SB: 1063951, TC: 53, AC: 1               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 72584, SB: 1063951, TC: 54, AC: 2               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 9               
RB: 82548, SB: 1066983, TC: 60, AC: 8               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 9               
RB: 82548, SB: 1066983, TC: 61, AC: 8               
RB: 82548, SB: 1066983, TC: 62, AC: 9               
RB: 82548, SB: 1066983, TC: 62, AC: 9               
RB: 90181, SB: 1068761, TC: 62, AC: 10               
RB: 90181, SB: 1068761, TC: 62, AC: 10               
RB: 90181, SB: 1068761, TC: 62, AC: 9               
RB: 90181, SB: 1068761, TC: 63, AC: 10               
RB: 90181, SB: 1068761, TC: 63, AC: 10               
RB: 91953, SB: 1068773, TC: 63, AC: 11               
RB: 91953, SB: 1068773, TC: 63, AC: 10               
RB: 91953, SB: 1068773, TC: 64, AC: 11               
RB: 91953, SB: 1068773, TC: 63, AC: 10               
RB: 91953, SB: 1068773, TC: 64, AC: 11               
RB: 92839, SB: 1068785, TC: 64, AC: 11               
RB: 92839, SB: 1068785, TC: 64, AC: 11               
RB: 92839, SB: 1068785, TC: 64, AC: 10               
RB: 92839, SB: 1068785, TC: 65, AC: 11               
RB: 92839, SB: 1068797, TC: 64, AC: 11               
RB: 92839, SB: 1068797, TC: 64, AC: 8               
RB: 92839, SB: 1068797, TC: 64, AC: 8               
RB: 92839, SB: 1068797, TC: 65, AC: 9               
RB: 92839, SB: 1068797, TC: 65, AC: 9               
RB: 92839, SB: 1068797, TC: 65, AC: 8               
RB: 92839, SB: 1068797, TC: 66, AC: 9               
RB: 92839, SB: 1068797, TC: 66, AC: 9               
RB: 93725, SB: 1068809, TC: 66, AC: 8               
RB: 93725, SB: 1068809, TC: 66, AC: 8               
RB: 93725, SB: 1068809, TC: 66, AC: 7               
RB: 93725, SB: 1068809, TC: 67, AC: 8               
RB: 94611, SB: 1068821, TC: 66, AC: 8               
RB: 94611, SB: 1068821, TC: 66, AC: 8               
RB: 94611, SB: 1068821, TC: 66, AC: 7               
RB: 94611, SB: 1068821, TC: 67, AC: 8               
RB: 94611, SB: 1068821, TC: 67, AC: 8               
RB: 95497, SB: 1068833, TC: 67, AC: 9               
RB: 95497, SB: 1068833, TC: 67, AC: 7               
RB: 95497, SB: 1068833, TC: 67, AC: 7               
RB: 95497, SB: 1068833, TC: 67, AC: 7               
RB: 95497, SB: 1068833, TC: 67, AC: 6               
RB: 95497, SB: 1068833, TC: 68, AC: 7               
RB: 96383, SB: 1068845, TC: 68, AC: 8               
RB: 96383, SB: 1068845, TC: 68, AC: 8               
RB: 96383, SB: 1068845, TC: 68, AC: 8               
RB: 96383, SB: 1068845, TC: 68, AC: 7               
RB: 96383, SB: 1068845, TC: 69, AC: 8               
RB: 97269, SB: 1068857, TC: 69, AC: 8               
RB: 97269, SB: 1068857, TC: 69, AC: 8               
RB: 97269, SB: 1068857, TC: 69, AC: 7               
RB: 97269, SB: 1068857, TC: 70, AC: 8               
RB: 97269, SB: 1068857, TC: 70, AC: 8               
RB: 98155, SB: 1068869, TC: 70, AC: 9               
RB: 98155, SB: 1068869, TC: 70, AC: 2               
RB: 98155, SB: 1068869, TC: 70, AC: 2               
RB: 98155, SB: 1068869, TC: 70, AC: 1               
RB: 98155, SB: 1068869, TC: 71, AC: 2               
RB: 98155, SB: 1068869, TC: 71, AC: 2               
RB: 99041, SB: 1068881, TC: 71, AC: 1               
RB: 99041, SB: 1068881, TC: 71, AC: 1               
RB: 99041, SB: 1068881, TC: 71, AC: 0               
RB: 99041, SB: 1068881, TC: 72, AC: 1               
RB: 99041, SB: 1068881, TC: 72, AC: 1               
RB: 99927, SB: 1068893, TC: 72, AC: 2               
RB: 99927, SB: 1068893, TC: 72, AC: 2               
RB: 99927, SB: 1068893, TC: 72, AC: 1               
RB: 99927, SB: 1068893, TC: 73, AC: 2               
RB: 99927, SB: 1068893, TC: 73, AC: 2               
RB: 100813, SB: 1068905, TC: 73, AC: 3               
RB: 100813, SB: 1068905, TC: 73, AC: 1               
RB: 100813, SB: 1068905, TC: 73, AC: 1               
RB: 101699, SB: 1068905, TC: 74, AC: 2               
RB: 101699, SB: 1068905, TC: 74, AC: 2               
RB: 101699, SB: 1068905, TC: 74, AC: 1               
RB: 101699, SB: 1068905, TC: 75, AC: 2               
RB: 101699, SB: 1068905, TC: 75, AC: 2               
RB: 102585, SB: 1068917, TC: 75, AC: 2               
RB: 102585, SB: 1068917, TC: 75, AC: 2               
RB: 102585, SB: 1068917, TC: 75, AC: 1               
RB: 102585, SB: 1068917, TC: 76, AC: 2               
RB: 102585, SB: 1068917, TC: 76, AC: 2               
RB: 103471, SB: 1068929, TC: 76, AC: 3               
RB: 103471, SB: 1068929, TC: 76, AC: 3               
RB: 103471, SB: 1068929, TC: 76, AC: 2               
RB: 103471, SB: 1068929, TC: 77, AC: 3               
RB: 103471, SB: 1068941, TC: 76, AC: 3               
RB: 103471, SB: 1068941, TC: 76, AC: 1               
RB: 103471, SB: 1068941, TC: 76, AC: 1               
